0.0	0.0	78.0
0.000829	0	0
0.008193	0	0
0.996227	0	78.0
0.996268	0	0
1.016981	78.0	0
1.017184	78.0	0
1.996448	78.0	78.0
1.996485	0	0
2.019229	78.0	0
2.019272	78.0	0
3.002455	78.0	78.0
3.0025	0	0
3.020353	78.0	0
3.020554	78.0	0
4.010797	78.0	78.0
4.010844	0	0
4.02898	78.0	0
4.029106	78.0	0
5.006662	78.0	78.0
5.006705	0	0
5.030148	78.0	0
5.03019	78.0	0
6.008596	78.0	78.0
6.008636	0	0
6.031542	78.0	0
6.031617	78.0	0
7.017373	78.0	78.0
7.017453	0	0
7.033614	78.0	0
7.033786	78.0	0
8.025876	78.0	78.0
8.026011	0	0
8.03842	78.0	0
8.039131	78.0	0
9.02546	78.0	78.0
9.025524	0	0
9.046534	78.0	0
9.046655	78.0	0
15.043197	78.0	78.0
15.043264	0	0
15.058785	78.0	0
15.059483	78.0	0
16.043606	78.0	78.0
16.043657	0	0
16.064659	78.0	0
16.064765	78.0	0
17.045746	78.0	78.0
17.04579	0	0
17.067157	78.0	0
17.06726	78.0	0
18.045815	78.0	78.0
18.045853	0	0
18.068919	78.0	0
18.06904	78.0	0
19.047963	78.0	78.0
19.048008	0	0
19.070409	78.0	0
19.070496	78.0	0
20.05324	78.0	78.0
20.053283	0	0
20.07397	78.0	0
20.074103	78.0	0
21.058367	78.0	78.0
21.058407	0	0
21.079263	78.0	0
21.079376	78.0	0
22.061761	78.0	78.0
22.061811	0	0
22.082251	78.0	0
22.08241	78.0	0
23.060857	78.0	78.0
23.060905	0	0
23.084342	0	0
24.064724	0	78.0
24.064769	0	0
24.086122	78.0	0
24.086269	78.0	0
30.066778	78.0	78.0
30.066828	0	0
30.089333	78.0	0
30.089455	78.0	0
31.069945	78.0	78.0
31.069982	0	0
31.092983	78.0	0
31.093041	78.0	0
32.075807	78.0	78.0
32.075863	0	0
32.095832	78.0	0
32.095958	78.0	0
33.07625	78.0	78.0
33.076289	0	0
33.097696	78.0	0
33.097829	78.0	0
34.078451	78.0	78.0
34.078491	0	0
34.099634	78.0	0
34.099715	78.0	0
35.077734	78.0	78.0
35.077778	0	0
35.100908	78.0	0
35.101016	78.0	0
36.080879	78.0	78.0
36.080928	0	0
36.102793	78.0	0
36.10284	78.0	0
37.085419	78.0	78.0
37.085745	0	0
37.104404	78.0	0
37.104499	78.0	0
38.083521	78.0	78.0
38.083572	0	0
38.105796	78.0	0
38.105886	78.0	0
39.089983	78.0	78.0
39.090034	0	0
39.108401	78.0	0
39.1085	78.0	0
45.092253	78.0	78.0
45.092308	0	0
45.112237	78.0	0
45.11234	78.0	0
46.090965	78.0	78.0
46.091004	0	0
46.113846	78.0	0
46.113951	78.0	0
47.101205	78.0	78.0
47.101257	0	0
47.11973	78.0	0
47.119852	78.0	0
48.098894	78.0	78.0
48.098939	0	0
48.121143	0	0
49.09926	0	78.0
49.099305	0	0
49.121926	78.0	0
49.122028	78.0	0
50.103044	78.0	78.0
50.103122	0	0
50.124591	78.0	0
50.124638	78.0	0
51.103978	78.0	78.0
51.104022	0	0
51.126182	78.0	0
51.126312	78.0	0
52.107743	78.0	78.0
52.107789	0	0
52.128736	78.0	0
52.128992	78.0	0
53.106592	78.0	78.0
53.10663	0	0
53.130129	78.0	0
53.130181	78.0	0
54.108372	78.0	78.0
54.108411	0	0
54.131688	78.0	0
54.131768	78.0	0
60.116419	78.0	78.0
60.116458	0	0
60.138288	78.0	0
60.138445	78.0	0
61.116512	78.0	78.0
61.116553	0	0
61.139723	78.0	0
61.13982	78.0	0
62.120234	78.0	78.0
62.120273	0	0
62.141545	78.0	0
62.141715	78.0	0
63.123801	78.0	78.0
63.123856	0	0
63.143823	78.0	0
63.143905	78.0	0
64.124619	78.0	78.0
64.124674	0	0
64.14619	78.0	0
64.146381	78.0	0
65.125609	78.0	78.0
65.125647	0	0
65.148322	78.0	0
65.148405	78.0	0
66.128686	78.0	78.0
66.128725	0	0
66.150274	78.0	0
66.150424	78.0	0
67.129826	78.0	78.0
67.129864	0	0
67.152567	78.0	0
67.152669	78.0	0
68.132319	78.0	78.0
68.132369	0	0
68.154086	78.0	0
68.154188	78.0	0
69.140547	78.0	78.0
69.140887	0	0
69.156842	78.0	0
69.156934	78.0	0
