0.0	0.0	0.0
0.000429	0.0	0.0
0.000508	0.0	0.0
0.00911	0.0	156.0
0.009157	0.0	156.0
0.012185	78.0	156.0
0.012225	78.0	156.0
0.012706	156.0	156.0
0.012741	156.0	156.0
0.013184	234.0	156.0
0.01322	234.0	156.0
0.013662	312.0	156.0
0.013697	312.0	156.0
0.016919	312.0	234.0
0.016959	312.0	234.0
0.021938	312.0	312.0
0.021979	312.0	312.0
0.024746	390.0	312.0
0.024783	390.0	312.0
0.03012	390.0	390.0
0.030172	390.0	390.0
0.030953	468.0	390.0
0.031015	468.0	390.0
0.036865	468.0	468.0
0.036912	468.0	468.0
0.039695	546.0	468.0
0.039898	546.0	468.0
0.044752	546.0	546.0
0.04479	546.0	546.0
0.046875	546.0	624.0
0.046915	546.0	624.0
0.047258	624.0	624.0
0.047295	624.0	624.0
0.048199	624.0	624.0
0.048239	624.0	624.0
0.053388	702.0	624.0
0.053425	702.0	624.0
0.057882	702.0	780.0
0.058235	0	0
5.060087	0	78.0
5.060124	0	78.0
5.065568	0	156.0
5.06561	0	156.0
5.069831	78.0	156.0
5.069881	78.0	156.0
5.070691	156.0	156.0
5.070736	156.0	156.0
5.0708	156.0	234.0
5.070836	156.0	234.0
5.071228	234.0	234.0
5.071274	234.0	234.0
5.071832	312.0	234.0
5.071868	312.0	234.0
5.072311	390.0	234.0
5.072346	390.0	234.0
5.076021	390.0	312.0
5.076056	390.0	312.0
5.080991	390.0	390.0
5.081026	390.0	390.0
5.081996	468.0	390.0
5.082163	468.0	390.0
5.089224	468.0	468.0
5.089275	468.0	468.0
5.08986	546.0	468.0
5.089897	546.0	468.0
5.091521	546.0	546.0
5.09156	546.0	546.0
5.096249	624.0	546.0
5.096285	624.0	546.0
5.10013	624.0	624.0
5.100181	624.0	624.0
5.101296	702.0	624.0
5.101332	702.0	624.0
5.101512	702.0	702.0
5.101553	702.0	702.0
5.102948	702.0	780.0
5.10299	0	0
5.106486	78.0	0
5.106521	78.0	0
10.098883	78.0	78.0
10.099008	78.0	78.0
10.100269	78.0	156.0
10.100304	78.0	156.0
10.113905	78.0	234.0
10.113947	78.0	234.0
10.115203	156.0	234.0
10.115396	156.0	234.0
10.116177	234.0	234.0
10.116215	234.0	234.0
10.117412	234.0	312.0
10.11748	234.0	312.0
10.122071	312.0	312.0
10.12213	312.0	312.0
10.122583	390.0	312.0
10.122618	390.0	312.0
10.122915	390.0	390.0
10.122958	390.0	390.0
10.123064	468.0	390.0
10.1231	468.0	390.0
10.127469	468.0	468.0
10.127512	468.0	468.0
10.133823	546.0	468.0
10.13399	546.0	468.0
10.134476	624.0	468.0
10.134514	624.0	468.0
10.134989	702.0	468.0
10.135026	702.0	468.0
10.140612	702.0	546.0
10.140653	702.0	546.0
10.142905	780.0	546.0
10.142943	780.0	546.0
10.148069	858.0	546.0
10.149516	858.0	624.0
10.149561	858.0	624.0
10.16083	858.0	702.0
10.16088	858.0	702.0
10.168266	858.0	780.0
10.168306	0	0
15.139355	0	78.0
15.139394	0	78.0
15.140672	0	156.0
15.140749	0	156.0
15.15638	78.0	156.0
15.156536	78.0	156.0
15.157049	156.0	156.0
15.157085	156.0	156.0
15.157143	156.0	234.0
15.157187	156.0	234.0
15.157529	234.0	234.0
15.157565	234.0	234.0
15.158063	312.0	234.0
15.1581	312.0	234.0
15.158547	390.0	234.0
15.158582	390.0	234.0
15.160435	390.0	312.0
15.160472	390.0	312.0
15.16398	390.0	390.0
15.164026	390.0	390.0
15.166118	390.0	468.0
15.166162	390.0	468.0
15.167441	390.0	546.0
15.167477	390.0	546.0
15.168751	390.0	624.0
15.168787	390.0	624.0
15.172965	390.0	702.0
15.173135	390.0	702.0
15.174881	390.0	780.0
15.174919	0	0
15.17642	78.0	0
15.176628	78.0	0
15.179474	156.0	0
15.179518	156.0	0
15.179965	234.0	0
15.180001	234.0	0
15.18494	312.0	0
15.184977	312.0	0
15.188178	390.0	0
15.188214	390.0	0
20.183038	390.0	78.0
20.18308	390.0	78.0
20.188748	390.0	156.0
20.188788	390.0	156.0
20.194809	468.0	156.0
20.194935	468.0	156.0
20.195683	546.0	156.0
20.195736	546.0	156.0
20.196257	624.0	156.0
20.196294	624.0	156.0
20.196473	624.0	234.0
20.196516	624.0	234.0
20.199281	624.0	312.0
20.199318	624.0	312.0
20.201618	702.0	312.0
20.201784	702.0	312.0
20.204312	702.0	390.0
20.204356	702.0	390.0
20.204683	780.0	390.0
20.20472	780.0	390.0
20.208401	858.0	390.0
20.208486	858.0	390.0
20.209786	858.0	468.0
20.20983	858.0	468.0
20.211142	858.0	546.0
20.211185	858.0	546.0
20.212712	858.0	624.0
20.21276	858.0	624.0
20.214232	936.0	624.0
20.214273	936.0	624.0
20.221799	1014.0	624.0
20.221848	1014.0	624.0
20.223287	1014.0	702.0
20.223338	1014.0	702.0
20.224618	1092.0	702.0
20.224664	1092.0	702.0
20.224731	1092.0	780.0
20.224774	0	0
20.229564	78.0	0
20.2296	78.0	0
